﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;De 6h à 10h;322
LES-NOUES;87276238;JOB;2024-05-03;2024;D;D;De 6h à 10h;1716
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-04-25;2024;U;U;Après 20h;73
LES-PAVILLONS-SOUS-BOIS;87113852;JOB;2021-09-21;2021;T4;T4;Après 20h;167
CHILLY-MAZARIN;87393637;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;54
LES-PAVILLONS-SOUS-BOIS;87113852;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;214
COMBS-LA-VILLE-QUINCY;87682146;SAM;2024-02-03;2024;D;D;De 6h à 10h;791
LA-GRANDE-PAROISSE;87682476;SAM;2024-01-20;2024;R;R;De 16h à 20h;30
LES-SAULES;87546226;DIM;2025-09-02;2025;C;C;De 10h à 16h;250
LA-VERRIERE;87393256;JOB;2024-11-06;2024;U;U;De 16h à 20h;1052
LAVILLETERTRE;87381202;DIM;2024-01-21;2024;J;J6;De 16h à 20h;8
LE-BLANC-MESNIL;87271478;SAM;2019-03-16;2019;B;B;De 10h à 16h;1702
SARTROUVILLE;87386417;SAM;2022-11-19;2022;A;A;De 10h à 16h;4365
SERMAISE;87545517;JOB;2025-06-02;2025;C;C;Après 20h;2
LE-VERT-DE-MAISONS;87681247;JOB;2024-05-03;2024;D;D;De 10h à 16h;1481
SEVRAN-LIVRY;87271429;DIM;2019-03-17;2019;B;B;Avant 6h;101
LES-GRESILLONS;87272146;SAM;2025-08-02;2025;C;C;De 10h à 16h;1429
SEVRES-VILLE-D'AVRAY;87382341;DIM;2024-01-21;2024;L;L2;De 10h à 16h;553
LIANCOURT-SAINT-PIERRE;87381210;SAM;2024-01-20;2024;J;J6;De 6h à 10h;4
SOUPPES-CHATEAU-LANDON;87684217;DIM;2024-01-21;2024;R;R;De 16h à 20h;301
SOUPPES-CHATEAU-LANDON;87684217;JOB;2024-01-16;2024;R;R;Après 20h;24
SOUPPES-CHATEAU-LANDON;87684217;SAM;2024-01-20;2024;R;R;Après 20h;41
LIVRY-SUR-SEINE;87682401;DIM;2024-01-21;2024;R;R;Après 20h;8
SURESNES-MONT-VALERIEN;87382374;SAM;2024-08-06;2024;U;U;De 16h à 20h;126
LYCEE-HENRI-SELLIER;87988717;SAM;2021-09-18;2021;T4;T4;Avant 6h;10
LYCEE-HENRI-SELLIER;87988717;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;334
VAIRES-TORCY;87116293;DIM;2023-11-19;2023;P;P;Après 20h;117
MAISONS-ALFORT-ALFORTVILLE;87681155;DIM;2024-03-03;2024;D;D;De 6h à 10h;1373
VAL-DE-FONTENAY;87113712;DIM;2022-03-20;2022;E;E;Avant 6h;45
MAISONS-LAFFITTE;87386425;JOB;2022-11-30;2022;A;A;Après 20h;419
VERNON-GIVERNY;87415604;JOB;2025-01-04;2025;J;J5;De 10h à 16h;160
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;N;N;Après 20h;64
MANTES-LA-JOLIE;87381509;JOB;2024-01-16;2024;N;N;De 10h à 16h;400
VERNOU-SUR-SEINE;87682468;SAM;2024-01-20;2024;R;R;Avant 6h;1
MANTES-STATION;87381590;JOB;2025-01-04;2025;J;J5;Après 20h;41
VERSAILLES-CHANTIERS;87393009;JOB;2024-04-25;2024;U;U;Après 20h;209
MAREUIL-SUR-OURCQ;87116665;JOB;2023-09-19;2023;P;P;Après 20h;0
MAREUIL-SUR-OURCQ;87116665;JOB;2023-09-19;2023;P;P;De 16h à 20h;12
VERSAILLES-RIVE-DROITE;87382861;SAM;2024-01-20;2024;L;L2;De 10h à 16h;2470
VERT-GALANT;87271437;JOB;2023-10-10;2023;B;B;Après 20h;557
MAURICE-AUDIN;87704270;DIM;2021-12-09;2021;T4;T4;Avant 6h;10
COTEAUX-DE-L'ORGE;87745794;JOB;2024-11-26;2024;T12;T12;De 6h à 10h;405
MENNECY;87681411;DIM;2024-03-03;2024;D;D;De 6h à 10h;118
VILLENEUVE-SAINT-GEORGES;87681825;DIM;2024-03-03;2024;D;D;De 6h à 10h;1984
MEUDON;87393108;JOB;2024-01-16;2024;N;N;Après 20h;129
MEUDON;87393108;SAM;2024-01-20;2024;N;N;De 10h à 16h;590
MEUDON-VAL-FLEURY;87393082;DIM;2025-09-02;2025;C;C;De 16h à 20h;585
DOMONT;87276436;JOB;2024-01-16;2024;H;H;De 16h à 20h;1055
MITRY-CLAYE;87271528;JOB;2024-01-16;2024;K;K;De 10h à 16h;85
VILLIERS-NEAUPHLE-PONTCHARTRAIN;87393884;JOB;2024-01-16;2024;N;N;Avant 6h;17
MONTARGIS;87684001;SAM;2024-01-20;2024;R;R;Après 20h;131
VIRY-CHATILLON;87681312;DIM;2024-03-03;2024;D;D;De 6h à 10h;312
DUGNY-LA-COURNEUVE;87697342;DIM;2021-11-21;2021;T11;T11;Après 20h;64
DUGNY-LA-COURNEUVE;87697342;JOB;2021-11-23;2021;T11;T11;De 10h à 16h;348
VOSVES;87682500;SAM;2024-02-03;2024;D;D;De 16h à 20h;4
EGLY;87545475;JOB;2025-06-02;2025;C;C;De 10h à 16h;191
EMERAINVILLE-PONTAULT-COMBAULT;87116046;SAM;2022-03-19;2022;E;E;De 10h à 16h;1278
EMERAINVILLE-PONTAULT-COMBAULT;87116046;SAM;2022-03-19;2022;E;E;De 6h à 10h;710
EPINAY-VILLETANEUSE;87271122;DIM;2021-11-21;2021;T11;T11;Après 20h;346
MARLY-LE-ROI;87382465;DIM;2024-01-21;2024;L;L2;De 6h à 10h;165
SAINT-OUEN-L'AUMONE;87276105;DIM;2025-09-02;2025;C;C;De 16h à 20h;182
LONGJUMEAU;87393611;SAM;2024-11-30;2024;T12;T12;Avant 6h;13
LONGUEVILLE;87116137;JOB;2023-11-14;2023;P;P;Après 20h;70
LONGUEVILLE;87116137;SAM;2023-11-18;2023;P;P;De 10h à 16h;328
LONGUEVILLE;87116137;SAM;2023-11-18;2023;P;P;De 16h à 20h;177
SERMAISE;87545517;SAM;2025-08-02;2025;C;C;De 6h à 10h;9
SEVRAN-LIVRY;87271429;DIM;2019-03-24;2019;B;B;Après 20h;492
SEVRAN-LIVRY;87271429;JOB;2023-10-10;2023;B;B;De 16h à 20h;1748
MONTGERON-CROSNE;87682104;SAM;2024-02-03;2024;D;D;Après 20h;171
MONTIGNY-BEAUCHAMP;87276089;DIM;2025-09-02;2025;C;C;De 16h à 20h;380
SURESNES-MONT-VALERIEN;87382374;SAM;2024-04-27;2024;U;U;De 6h à 10h;74
SURVILLIERS-FOSSES;87276261;DIM;2024-03-03;2024;D;D;De 16h à 20h;319
SURVILLIERS-FOSSES;87276261;JOB;2024-05-03;2024;D;D;De 16h à 20h;998
MONTSOULT-MAFFLIERS;87276493;SAM;2024-01-20;2024;H;H;De 10h à 16h;365
MOULIN-GALANT;87681403;SAM;2024-02-03;2024;D;D;De 16h à 20h;151
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;N;N;De 16h à 20h;241
MARCHEZAIS-BROUE;87393470;SAM;2024-01-20;2024;N;N;De 16h à 20h;23
TOURNAN;87116210;JOB;2022-03-22;2022;E;E;De 10h à 16h;405
MAROLLES-EN-HUREPOIX;87545186;JOB;2025-06-02;2025;C;C;De 6h à 10h;1614
US;87381178;JOB;2024-01-16;2024;J;J6;Avant 6h;5
MASSY-PALAISEAU;87393579;SAM;2024-11-30;2024;T12;T12;De 16h à 20h;1170
US;87381178;JOB;2024-01-16;2024;J;J6;De 10h à 16h;17
PARC-DES-EXPOSITIONS;87271486;SAM;2019-03-16;2019;B;B;De 16h à 20h;532
VAL-D'ARGENTEUIL;87381798;JOB;2024-01-16;2024;J;J6;De 16h à 20h;2608
PARIS-EST;87113001;SAM;2023-11-18;2023;P;P;De 6h à 10h;2543
VAL-DE-FONTENAY;87113712;JOB;2022-03-22;2022;E;E;Avant 6h;178
MAURECOURT;87381483;JOB;2024-01-16;2024;J;J6;De 10h à 16h;243
PARIS-MONTPARNASSE;87391003;DIM;2024-01-21;2024;N;N;Après 20h;3921
MELUN;87682005;SAM;2024-02-03;2024;D;D;Après 20h;420
PEREIRE-LEVALLOIS;87381012;JOB;2025-06-02;2025;C;C;Après 20h;458
MERIEL;87276675;DIM;2024-01-21;2024;H;H;De 6h à 10h;56
PERSAN-BEAUMONT;87276469;SAM;2024-01-20;2024;H;H;Après 20h;317
MEUDON;87393108;SAM;2024-01-20;2024;N;N;Avant 6h;8
MEUDON-VAL-FLEURY;87393082;SAM;2025-08-02;2025;C;C;De 16h à 20h;826
MITRY-CLAYE;87271528;SAM;2019-03-16;2019;B;B;De 6h à 10h;642
VERSAILLES-CHANTIERS;87393009;JOB;2025-11-02;2025;C;C;De 10h à 16h;670
PIERREFITTE-STAINS;87271163;SAM;2024-02-03;2024;D;D;Après 20h;814
MONTIGNY-BEAUCHAMP;87276089;JOB;2024-01-16;2024;H;H;De 6h à 10h;1872
PIERRELAYE;87276097;SAM;2024-01-20;2024;H;H;Après 20h;86
MONTSOULT-MAFFLIERS;87276493;JOB;2024-01-16;2024;H;H;De 10h à 16h;840
VILLENEUVE-LE-ROI;87545277;SAM;2025-08-02;2025;C;C;De 10h à 16h;702
VILLENNES-SUR-SEINE;87386649;SAM;2021-04-12;2021;J;J5;De 6h à 10h;115
PONT-CARDINET;87381111;JOB;2024-01-16;2024;L;L2;De 10h à 16h;938
VILLEPREUX-LES-CLAYES;87393413;JOB;2024-01-16;2024;N;N;Avant 6h;90
PONTOISE;87276139;DIM;2024-01-21;2024;H;H;De 6h à 10h;381
VIROFLAY-RIVE-GAUCHE;87393215;SAM;2025-08-02;2025;C;C;Après 20h;207
PRECY-SUR-OISE;87276410;DIM;2024-01-21;2024;H;H;De 6h à 10h;5
PRESLES-COURCELLES;87276501;DIM;2024-01-21;2024;H;H;Avant 6h;4
PRESLES-COURCELLES;87276501;SAM;2024-01-20;2024;H;H;Après 20h;22
PROVINS;87116160;JOB;2023-11-14;2023;P;P;Avant 6h;176
RAMBOUILLET;87393314;DIM;2024-01-21;2024;N;N;De 16h à 20h;342
REMISE-A-JORELLE;87988709;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;65
REMISE-A-JORELLE;87988709;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;294
NEMOURS-SAINT-PIERRE;87684126;DIM;2024-01-21;2024;R;R;De 16h à 20h;466
ROISSY-EN-BRIE;87116038;JOB;2022-03-22;2022;E;E;Après 20h;141
NEUVILLE-UNIVERSITE;87334482;JOB;2022-11-30;2022;A;A;De 10h à 16h;1276
NEZEL-AULNAY;87381731;JOB;2024-01-16;2024;N;N;De 6h à 10h;97
SAINT-CLOUD;87382358;DIM;2024-04-28;2024;U;U;De 16h à 20h;125
NOISY-LE-ROI;87733659;DIM;2023-10-15;2023;T13;T13;De 16h à 20h;61
ORANGIS-BOIS-DE-L'EPINE;87681346;DIM;2024-03-03;2024;D;D;De 6h à 10h;281
SAINT-FARGEAU;87682542;JOB;2024-12-03;2024;D;D;De 10h à 16h;20
ORMOY-VILLERS;87271585;JOB;2024-01-16;2024;K;K;De 16h à 20h;6
SAINT-GRATIEN;87276170;SAM;2025-08-02;2025;C;C;De 16h à 20h;993
PARIS-EST;87113001;JOB;2023-11-14;2023;P;P;Après 20h;4185
SAINT-OUEN-L'AUMONE-LIESSE;87337980;JOB;2025-06-02;2025;C;C;De 16h à 20h;560
PARIS-SAINT-LAZARE;87384008;JOB;2024-01-16;2024;L;L2;De 10h à 16h;6284
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;JOB;2024-11-06;2024;U;U;Après 20h;309
PEREIRE-LEVALLOIS;87381012;DIM;2025-09-02;2025;C;C;Avant 6h;6
PIERREFITTE-STAINS;87271163;DIM;2021-11-21;2021;T11;T11;De 10h à 16h;898
SARTROUVILLE;87386417;DIM;2024-01-21;2024;L;L3;De 10h à 16h;420
PONT-DU-GARIGLIANO-HOPITAL-EUROPEEN-G.-POMPIDOU;87393322;DIM;2025-09-02;2025;C;C;Après 20h;157
SAVIGNY-LE-TEMPLE-NANDY;87682187;SAM;2024-02-03;2024;D;D;De 6h à 10h;793
PONTOISE;87276139;JOB;2024-01-16;2024;H;H;De 6h à 10h;2140
SERMAISE;87545517;DIM;2025-09-02;2025;C;C;De 16h à 20h;22
PORCHEFONTAINE;87393165;DIM;2025-09-02;2025;C;C;Après 20h;59
PORCHEFONTAINE;87393165;SAM;2025-08-02;2025;C;C;Après 20h;77
PORCHEFONTAINE;87393165;SAM;2025-08-02;2025;C;C;De 16h à 20h;381
PORTE-DE-CLICHY;87111278;DIM;2025-09-02;2025;C;C;De 16h à 20h;677
PORTE-DE-CLICHY;87111278;SAM;2025-08-02;2025;C;C;De 6h à 10h;324
PROVINS;87116160;DIM;2023-11-19;2023;P;P;De 16h à 20h;443
SEVRAN-BEAUDOTTES;87271445;SAM;2019-03-16;2019;B;B;Avant 6h;367
SEVRES-RIVE-GAUCHE;87393124;JOB;2024-01-16;2024;N;N;Avant 6h;14
REPUBLIQUE-MARX-DORMOY;87704254;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;55
ROMAIN-ROLLAND;87704296;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;952
SURESNES-MONT-VALERIEN;87382374;JOB;2024-01-16;2024;L;L2;De 16h à 20h;1877
SURVILLIERS-FOSSES;87276261;JOB;2024-05-03;2024;D;D;De 10h à 16h;1262
SAINT-CLOUD;87382358;JOB;2024-01-16;2024;L;L2;De 10h à 16h;2609
TAVERNY;87276634;JOB;2024-01-16;2024;H;H;Après 20h;126
SAINT-CYR;87393223;JOB;2024-01-16;2024;N;N;De 6h à 10h;1867
THOMERY;87682252;DIM;2024-01-21;2024;R;R;De 10h à 16h;117
SAINT-DENIS;87271015;DIM;2024-01-21;2024;H;H;De 10h à 16h;5240
TRAPPES;87393835;SAM;2024-01-20;2024;N;N;De 16h à 20h;519
SAINT-MAMMES;87682294;JOB;2024-01-16;2024;R;R;De 16h à 20h;99
TRILPORT;87116491;DIM;2023-09-17;2023;P;P;De 10h à 16h;256
SAINT-MICHEL-NOTRE-DAME;87547315;SAM;2025-08-02;2025;C;C;De 10h à 16h;13214
TRILPORT;87116491;SAM;2023-09-16;2023;P;P;De 10h à 16h;367
SAINTE-GENEVIEVE-DES-BOIS;87545210;JOB;2025-06-02;2025;C;C;De 6h à 10h;4100
VAL-DE-FONTENAY;87113712;DIM;2022-03-20;2022;E;E;De 10h à 16h;3987
SANNOIS;87276188;JOB;2024-01-16;2024;J;J4;Après 20h;266
SARTROUVILLE;87386417;SAM;2024-01-20;2024;L;L3;De 16h à 20h;401
VAUBOYEN;87393538;JOB;2025-06-02;2025;C;V;De 16h à 20h;138
SOUPPES-CHATEAU-LANDON;87684217;JOB;2024-01-16;2024;R;R;De 6h à 10h;579
STADE-DE-FRANCE-SAINT-DENIS;87164780;JOB;2024-05-03;2024;D;D;De 10h à 16h;2388
VERNEUIL-L'ETANG;87116079;SAM;2023-11-18;2023;P;P;De 6h à 10h;124
TRAITE-DE-ROME;87746016;DIM;2024-01-12;2024;T12;T12;Avant 6h;2
TRIE-CHATEAU;87381236;DIM;2024-01-21;2024;J;J6;De 16h à 20h;13
TRILPORT;87116491;JOB;2023-09-19;2023;P;P;Avant 6h;78
VERSAILLES-CHANTIERS;87393009;DIM;2025-09-02;2025;C;C;Avant 6h;0
VERSAILLES-CHANTIERS;87393009;DIM;2025-09-02;2025;C;C;De 6h à 10h;51
VALMONDOIS;87276535;SAM;2024-01-20;2024;H;H;Avant 6h;10
VERSAILLES-RIVE-DROITE;87382861;JOB;2024-01-16;2024;L;L2;De 16h à 20h;2575
VAUBOYEN;87393538;JOB;2025-06-02;2025;C;V;De 10h à 16h;57
VAUCELLES;87276626;JOB;2024-01-16;2024;H;H;De 6h à 10h;582
VIARMES;87276568;DIM;2024-01-21;2024;H;H;De 10h à 16h;69
VAUCELLES;87276626;SAM;2024-01-20;2024;H;H;De 10h à 16h;251
VILLAINES;87272021;DIM;2024-01-21;2024;H;H;Après 20h;3
VAUX-SUR-SEINE;87381814;DIM;2024-01-21;2024;J;J6;De 16h à 20h;114
VILLENEUVE-SAINT-GEORGES;87681825;SAM;2024-02-03;2024;D;D;De 10h à 16h;7517
VILLEPREUX-LES-CLAYES;87393413;DIM;2024-01-21;2024;N;N;Après 20h;103
VILLIERS-MONTBARBIN;87116749;DIM;2023-09-17;2023;P;P;Avant 6h;0
VIROFLAY-RIVE-DROITE;87382887;DIM;2024-01-21;2024;L;L2;Avant 6h;8
VIROFLAY-RIVE-DROITE;87382887;JOB;2024-01-16;2024;L;L2;De 10h à 16h;837
VIROFLAY-RIVE-GAUCHE;87393215;DIM;2024-01-21;2024;N;N;De 16h à 20h;500
VIROFLAY-RIVE-GAUCHE;87393215;SAM;2024-01-20;2024;N;N;Après 20h;300
VIRY-CHATILLON;87681312;JOB;2024-02-04;2024;D;D;Après 20h;200
VITRY-SUR-SEINE;87545293;JOB;2025-06-02;2025;C;C;Après 20h;182
VULAINES-SUR-SEINE-SAMOREAU;87682443;JOB;2024-01-16;2024;R;R;Avant 6h;3
VULAINES-SUR-SEINE-SAMOREAU;87682443;SAM;2024-01-20;2024;R;R;De 6h à 10h;23
CREIL;87276006;SAM;2024-01-20;2024;H;H;Après 20h;22
CREIL;87276006;SAM;2024-01-20;2024;H;H;De 10h à 16h;128
CRETEIL-POMPADOUR;87608802;DIM;2024-03-03;2024;D;D;Avant 6h;71
CRETEIL-POMPADOUR;87608802;JOB;2024-05-03;2024;D;D;Après 20h;1067
CROUY-SUR-OURCQ;87116640;SAM;2023-09-16;2023;P;P;De 10h à 16h;64
DEUIL-MONTMAGNY;87276345;DIM;2024-01-21;2024;H;H;De 10h à 16h;1168
DEUIL-MONTMAGNY;87276345;SAM;2024-01-20;2024;H;H;Avant 6h;73
DEUIL-MONTMAGNY;87276345;SAM;2024-01-20;2024;H;H;De 10h à 16h;1481
DORDIVES;87684233;JOB;2024-01-16;2024;R;R;Avant 6h;37
DORDIVES;87684233;SAM;2024-01-20;2024;R;R;De 16h à 20h;43
DOURDAN-LA-FORET;87540179;DIM;2025-09-02;2025;C;C;De 6h à 10h;0
DREUX;87393488;JOB;2024-01-16;2024;N;N;Avant 6h;285
ECOUEN-EZANVILLE;87276394;DIM;2024-01-21;2024;H;H;De 6h à 10h;167
ECOUEN-EZANVILLE;87276394;JOB;2024-01-16;2024;H;H;De 6h à 10h;1797
EMERAINVILLE-PONTAULT-COMBAULT;87116046;JOB;2022-03-22;2022;E;E;Avant 6h;196
EMERAINVILLE-PONTAULT-COMBAULT;87116046;SAM;2022-03-19;2022;E;E;De 16h à 20h;841
ENGHIEN-LES-BAINS;87276022;DIM;2024-01-21;2024;H;H;Après 20h;621
EPINAY-SUR-ORGE;87545228;DIM;2025-09-02;2025;C;C;De 16h à 20h;705
EPINAY-SUR-SEINE;87271148;JOB;2025-11-02;2025;C;C;De 6h à 10h;3145
EPINAY-VILLETANEUSE;87271122;DIM;2024-01-21;2024;H;H;De 10h à 16h;3745
ERAGNY-NEUVILLE;87381418;JOB;2024-01-16;2024;J;J6;Avant 6h;54
ERMONT-EAUBONNE;87276055;JOB;2024-01-16;2024;J;J4;Avant 6h;162
ESBLY;87116327;JOB;2023-11-14;2023;P;P;De 16h à 20h;844
EVRY-COURCOURONNES;87681387;JOB;2024-05-03;2024;D;D;Après 20h;925
EVRY-VAL-DE-SEINE;87681361;JOB;2024-02-04;2024;D;D;Après 20h;42
FAREMOUTIERS-POMMEUSE;87116277;SAM;2023-11-18;2023;P;P;De 16h à 20h;47
FERRIERES-FONTENAY;87684241;SAM;2024-01-20;2024;R;R;Après 20h;14
FRANCONVILLE-LE-PLESSIS-BOUCHARD;87276071;JOB;2024-01-16;2024;H;H;De 6h à 10h;2355
GAGNY;87113514;SAM;2022-03-19;2022;E;E;De 10h à 16h;2147
GAGNY;87113514;SAM;2022-03-19;2022;E;E;De 6h à 10h;1122
GARGAN;87113860;DIM;2021-12-09;2021;T4;T4;Après 20h;519
GARGAN;87113860;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;2307
GARGAN;87113860;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;792
GARGES-SARCELLES;87276196;SAM;2024-02-03;2024;D;D;Avant 6h;630
GENNEVILLIERS;87271205;JOB;2025-11-02;2025;C;C;De 6h à 10h;977
GRETZ-ARMAINVILLIERS;87116012;DIM;2022-03-20;2022;E;E;De 16h à 20h;133
GRETZ-ARMAINVILLIERS;87116012;DIM;2022-03-20;2022;E;E;De 6h à 10h;122
GRIGNY-CENTRE;87681379;SAM;2024-02-03;2024;D;D;De 16h à 20h;1721
GROSLAY;87276360;JOB;2024-01-16;2024;H;H;De 6h à 10h;1275
GUERARD-LA-CELLE-SUR-MORIN;87116269;JOB;2023-11-14;2023;P;P;Après 20h;3
HAUSSMANN-SAINT-LAZARE;87281899;DIM;2022-03-20;2022;E;E;Après 20h;2719
HERBLAY;87381889;JOB;2024-01-16;2024;J;J6;Avant 6h;176
HERICY;87682435;DIM;2024-01-21;2024;R;R;De 10h à 16h;35
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2025-01-04;2025;J;J5;Après 20h;493
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2025-01-04;2025;J;J5;Avant 6h;13
IGNY;87393561;SAM;2025-08-02;2025;C;V;De 10h à 16h;110
ISLES-ARMENTIERES-CONGIS;87116616;SAM;2023-09-16;2023;P;P;De 16h à 20h;17
ISSY-VAL-DE-SEINE;87393306;SAM;2025-08-02;2025;C;C;Avant 6h;10
ISSY-VAL-DE-SEINE;87393306;SAM;2025-08-02;2025;C;C;De 10h à 16h;1368
IVRY-SUR-SEINE;87545301;JOB;2025-06-02;2025;C;C;De 16h à 20h;2913
JOUY-EN-JOSAS;87393512;DIM;2025-09-02;2025;C;V;De 10h à 16h;194
JUVISY;87545244;DIM;2024-03-03;2024;D;D;De 6h à 10h;1376
JUVISY;87545244;DIM;2025-09-02;2025;C;C;De 6h à 10h;1931
L'ETANG-LA-VILLE;87382473;SAM;2024-01-20;2024;L;L2;De 6h à 10h;74
L'ISLE-ADAM-PARMAIN;87276527;DIM;2024-01-21;2024;H;H;Avant 6h;8
L'ISLE-ADAM-PARMAIN;87276527;SAM;2024-01-20;2024;H;H;De 10h à 16h;348
LA-BARRE-ORMESSON;87271171;DIM;2024-01-21;2024;H;H;De 10h à 16h;1075
LA-COURNEUVE-AUBERVILLIERS;87271304;DIM;2019-03-17;2019;B;B;Avant 6h;330
LA-DEFENSE;87382218;SAM;2024-08-06;2024;U;U;De 16h à 20h;1636
LA-FERTE-SOUS-JOUARRE;87116517;DIM;2023-09-17;2023;P;P;De 6h à 10h;194
LA-PLAINE-STADE-DE-FRANCE;87164798;JOB;2023-10-10;2023;B;B;De 10h à 16h;4982
LA-VERRIERE;87393256;JOB;2024-11-06;2024;U;U;Après 20h;140
LAGNY-THORIGNY;87116319;DIM;2023-11-19;2023;P;P;Après 20h;233
LE-BOURGET;87271395;DIM;2021-11-21;2021;T11;T11;De 16h à 20h;1353
LE-CHENAY-GAGNY;87113522;JOB;2022-03-22;2022;E;E;Avant 6h;180
LE-MEE;87682179;DIM;2024-03-03;2024;D;D;De 6h à 10h;350
LE-PLESSIS-BELLEVILLE;87271551;SAM;2024-01-20;2024;K;K;Avant 6h;12
LE-PLESSIS-CHENET;87681627;DIM;2024-03-03;2024;D;D;Après 20h;1
LE-PLESSIS-CHENET;87681627;JOB;2024-12-03;2024;D;D;De 10h à 16h;7
LE-PLESSIS-CHENET;87681627;SAM;2024-02-03;2024;D;D;Après 20h;0
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;DIM;2022-03-20;2022;E;E;De 16h à 20h;1151
LE-VERT-DE-MAISONS;87681247;DIM;2024-03-03;2024;D;D;De 10h à 16h;1194
LE-VERT-DE-MAISONS;87681247;SAM;2024-02-03;2024;D;D;De 10h à 16h;1754
LEON-BLUM;87704262;DIM;2021-12-09;2021;T4;T4;Après 20h;62
LEON-BLUM;87704262;SAM;2021-11-09;2021;T4;T4;Après 20h;151
LES-ARDOINES;87492108;JOB;2025-11-02;2025;C;C;De 10h à 16h;983
LES-ARDOINES;87492108;SAM;2025-08-02;2025;C;C;De 10h à 16h;1244
LES-CLAIRIERES-DE-VERNEUIL;87386664;JOB;2025-01-04;2025;J;J5;Avant 6h;15
LES-COQUETIERS;87113845;JOB;2021-09-21;2021;T4;T4;Après 20h;95
LES-GRESILLONS;87272146;JOB;2025-06-02;2025;C;C;De 16h à 20h;3041
LES-PAVILLONS-SOUS-BOIS;87113852;SAM;2021-09-18;2021;T4;T4;Avant 6h;25
LES-PORTES-DE-SAINT-CYR;87710921;DIM;2023-10-15;2023;T13;T13;De 6h à 10h;2
LES-YVRIS-NOISY-LE-GRAND;87113803;SAM;2022-03-19;2022;E;E;De 6h à 10h;119
LIANCOURT-SAINT-PIERRE;87381210;DIM;2024-01-21;2024;J;J6;De 16h à 20h;11
LISIERE-PEREIRE;87733683;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;367
LOUVRES;87276253;JOB;2024-05-03;2024;D;D;De 6h à 10h;2172
LOUVRES;87276253;SAM;2024-02-03;2024;D;D;De 6h à 10h;431
LUZARCHES;87276576;SAM;2024-01-20;2024;H;H;Après 20h;55
MAGENTA;87281873;SAM;2022-03-19;2022;E;E;Avant 6h;200
MAISONS-ALFORT-ALFORTVILLE;87681155;DIM;2024-03-03;2024;D;D;Après 20h;938
MAISONS-LAFFITTE;87386425;DIM;2022-11-20;2022;A;A;De 10h à 16h;2205
MAISONS-LAFFITTE;87386425;SAM;2022-11-19;2022;A;A;De 10h à 16h;3353
MANTES-LA-JOLIE;87381509;DIM;2024-01-21;2024;J;J6;De 6h à 10h;202
MANTES-STATION;87381590;JOB;2024-01-16;2024;J;J6;Après 20h;34
MANTES-STATION;87381590;SAM;2024-01-20;2024;J;J6;De 10h à 16h;168
MAREUIL-SUR-OURCQ;87116665;DIM;2023-09-17;2023;P;P;Après 20h;1
MAREUIL-SUR-OURCQ;87116665;JOB;2023-09-19;2023;P;P;De 6h à 10h;70
MARLY-LE-ROI;87382465;DIM;2024-01-21;2024;L;L2;De 16h à 20h;338
MASSY-PALAISEAU;87393579;SAM;2024-11-30;2024;T12;T12;Avant 6h;33
MASSY-PALAISEAU;87393579;SAM;2025-08-02;2025;C;C;Avant 6h;17
MAURECOURT;87381483;DIM;2024-01-21;2024;J;J6;De 6h à 10h;79
MAURICE-AUDIN;87704270;DIM;2021-12-09;2021;T4;T4;Après 20h;83
MELUN;87682005;DIM;2024-01-21;2024;R;R;De 10h à 16h;3727
MELUN;87682005;JOB;2024-12-03;2024;D;D;De 10h à 16h;2556
MELUN;87682005;JOB;2024-01-16;2024;R;R;De 16h à 20h;3708
MEUDON;87393108;JOB;2024-01-16;2024;N;N;De 10h à 16h;605
MEUDON-VAL-FLEURY;87393082;DIM;2025-09-02;2025;C;C;Après 20h;86
MEUDON-VAL-FLEURY;87393082;SAM;2025-08-02;2025;C;C;De 10h à 16h;1386
MEUDON-VAL-FLEURY;87393082;SAM;2025-08-02;2025;C;C;De 6h à 10h;434
MEULAN-HARDRICOURT;87381830;DIM;2024-01-21;2024;J;J6;De 16h à 20h;227
MEULAN-HARDRICOURT;87381830;SAM;2024-01-20;2024;J;J6;Après 20h;66
MEULAN-HARDRICOURT;87381830;SAM;2024-01-20;2024;J;J6;De 16h à 20h;226
